DateTime || IpAddress || Questions || Answers || Intents || Entites||session
2019-05-15 18:00 || 116.193.141.223 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 116.193.141.223_b9c64fbb-db77-437a-a2f8-e3c24277fafd
2019-05-15 18:01 || 116.193.141.223 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 116.193.141.223_b9c64fbb-db77-437a-a2f8-e3c24277fafd
2019-05-15 18:02 || 116.193.141.223 || good night || Good Night!!! Talk to you soon!!!  || greet || [{'entity': 'daytime', 'text': 'night'}]|| 116.193.141.223_b9c64fbb-db77-437a-a2f8-e3c24277fafd
2019-05-15 18:03 || 116.193.141.223 || what is your name || I can answer all the Tax related questions, both Federal & State. || service help || []|| 116.193.141.223_b9c64fbb-db77-437a-a2f8-e3c24277fafd
2019-05-16 06:09 || 14.142.203.106 || history of tax || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'service', 'text': 'history'}, {'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d3
2019-05-16 06:10 || 14.142.203.106 || history of tax || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'service', 'text': 'history'}, {'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d4
2019-05-16 06:10 || 14.142.203.106 || what is 944 || <b>Form 944</b> is designed so the smallest employers (those whose annual liability for social security, Medicare, and withheld federal income taxes is $1,000 or less) will file and pay these taxes only once a year instead of every quarter.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-944 || search definition || [{'entity': 'form', 'text': '944'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d5
2019-05-16 06:10 || 14.142.203.106 || tax histoey ||  || identify procedure || [{'entity': 'service', 'text': 'histoey'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d6
2019-05-16 06:11 || 14.142.203.106 || tax history ||  || identify procedure || [{'entity': 'service', 'text': 'history'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d7
2019-05-16 06:11 || 14.142.203.106 || history of tax || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'service', 'text': 'history'}, {'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d8
2019-05-16 06:13 || 14.142.203.106 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d9
2019-05-16 06:27 || 14.142.203.106 || what is tax || A compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d10
2019-05-16 07:32 || 14.142.203.106 || what is tax || <b>Tax</b> is a compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d11
2019-05-16 07:33 || 14.142.203.106 || what is for 1040 || <b>Form 1040</b> is used by U.S. taxpayers to file an annual income tax return.<br/><br/>For Tax Year 2018, you will no longer use Form 1040-A or Form 1040-EZ, but instead will use the redesigned Form 1040. Many people will only need to file <b>Form 1040</b> and no schedules.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-1040 || search definition || [{'entity': 'form', 'text': '1040'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d12
2019-05-16 07:38 || 14.142.203.106 || hello || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d13
2019-05-16 07:45 || 14.142.203.106 || hello || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d14
2019-05-16 07:48 || 14.142.203.106 || what is 944 || <b>Form 944</b> is designed so the smallest employers (those whose annual liability for social security, Medicare, and withheld federal income taxes is $1,000 or less) will file and pay these taxes only once a year instead of every quarter.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-944 || search definition || [{'entity': 'form', 'text': '944'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d15
2019-05-16 07:49 || 14.142.203.106 || https://www.irs.gov ||  || fallback |||| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d16
2019-05-16 07:49 || 14.142.203.106 || https://www.irs.gov || Sorry, I did not understand your query. Type 'help' if you need assistance. || fallback || []|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d17
2019-05-16 07:49 || 14.142.203.106 || what is IRS || The <b>IRS</b> is one of the most powerful of all of the government agencies and they wield considerable power when it comes interacting with them.<br/><br/> Here is the official website url https://www.irs.gov/ || search definition || [{'entity': 'form', 'text': 'IRS'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d18
2019-05-16 07:49 || 14.142.203.106 || hi || Hi, you can ask question related to Tax Service of US. || greet || []|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d19
2019-05-16 07:50 || 14.142.203.106 || hi || Hi, how can I help you? || greet || []|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d20
2019-05-16 07:50 || 14.142.203.106 || hi || Hi, how can I help you? || greet || []|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d21
2019-05-16 07:50 || 14.142.203.106 || what i stax ||  || fallback ||嘣|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d22
2019-05-16 07:50 || 14.142.203.106 || what i stax || Sorry, I am not getting you. Type 'help' if you need assistance. || fallback || []|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d23
2019-05-16 07:50 || 14.142.203.106 || tax || You can file tax either by - <br/><b>1. Signing an electronic return</b> <br/> or <br/><b>2.Signing a paper tax return.</b><br/> to know more visit https://www.irs.gov/filing/individuals/how-to-file || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d24
2019-05-16 07:50 || 14.142.203.106 || what is tax || <b>Tax</b> is a compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d25
2019-05-16 07:54 || 14.142.203.106 || what are the varoius taxes ||  || search definition || [{'entity': 'tax_service', 'text': 'varoius taxes'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d26
2019-05-16 07:54 || 14.142.203.106 || what are the various taxes || Here are the few various taxes: <br>Income Tax : Tax imposed on the income of the individuals, business entities.<br>Corporate Tax : Tax imposed on corporation/business body based on its income, capital assets and net worth.<br>Property Tax : Recurrent Tax imposed  on individuals or corporations based on the net wealth.<br> Value Added Tax : It is a consumption tax placed on a product whenever valus is added at each stage of the supply chain from  production to sale.<br> Sales Tax : Tax paid by the consumers to the governing body for sales of certain goods and products. || search definition || [{'entity': 'tax_service', 'text': 'various taxes'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d27
2019-05-16 07:58 || 14.142.203.106 || what are the various taxes || Here are the few various taxes: <br/><br/><b>Income Tax :</b> Tax imposed on the income of the individuals, business entities.<br/><br/><b>Corporate Tax :</b> Tax imposed on corporation/business body based on its income, capital assets and net worth.<br/><br/><b>Property Tax :</b> Recurrent Tax imposed  on individuals or corporations based on the net wealth.<br/><br/><b>Value Added Tax :</b> It is a consumption tax placed on a product whenever values is added at each stage of the supply chain from  production to sale.<br/><br/><b>Sales Tax :</b> Tax paid by the consumers to the governing body for sales of certain goods and products. || search definition || [{'entity': 'tax_service', 'text': 'various taxes'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d28
2019-05-16 07:58 || 14.142.203.106 || what are the various taxes || <b>Here are the few various taxes:</b> <br/><br/><b>Income Tax :</b> Tax imposed on the income of the individuals, business entities.<br/><br/><b>Corporate Tax :</b> Tax imposed on corporation/business body based on its income, capital assets and net worth.<br/><br/><b>Property Tax :</b> Recurrent Tax imposed  on individuals or corporations based on the net wealth.<br/><br/><b>Value Added Tax :</b> It is a consumption tax placed on a product whenever values is added at each stage of the supply chain from  production to sale.<br/><br/><b>Sales Tax :</b> Tax paid by the consumers to the governing body for sales of certain goods and products. || search definition || [{'entity': 'tax_service', 'text': 'various taxes'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d29
2019-05-16 08:05 || 14.142.203.106 || what is 433 || <b>IRS Form 433-A</b>, which is formally named the Collection Information Statement for Wage Earners and Self-Employed Individuals, is a document the IRS requires in some situations where an individual owes Federal income tax that he or she cannot pay in full.<br/><br/>To download <b>form 433-A</b> visit https://www.irs.gov/pub/irs-pdf/f433a.pdf || search definition || [{'entity': 'form', 'text': '433'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d30
2019-05-16 08:06 || 14.142.203.106 || constructions irs audit || So, let's find out what IRS Audit Help does. It helps us with:  <br> 1.Aerospace Audit Help <br> 2.Architects and Landscape Architects IRS Tax Audit Help <br> 3.Art Galleries IRS Audit Tax Help <br> 4.Construction IRS Audit Help <br> 5.Daycare/Eldercare Childcare Business Owners IRS Audit Help <br> 6.Entertainment Industry IRS Tax Audit Help || search definition || [{'entity': 'tax_service', 'text': 'irs audit'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d31
2019-05-16 08:08 || 14.142.203.106 || what is construction irs audit || <b>Sure, Let me tell you about Construction IRS Audit Help.</b><br>You file your construction company taxes on time and believe they are accurate but, a year or two later, you get that fateful letter in the mail. Getting the news you are going to be audited is like seeing a ghost - socking to the point where you may not even believe it at first.<br><b>Call us today for Construction industry tax help at 1-877-78-TAXES [1-877-788-2937].<b> || search definition || [{'entity': 'audit_technique', 'text': 'construction irs audit'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d32
2019-05-16 08:08 || 14.142.203.106 || what is trs audit help ||  || search definition || [{'entity': 'tax_service', 'text': 'trs audit help'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d33
2019-05-16 08:09 || 14.142.203.106 || what is irs audit help || So, let's find out what IRS Audit Help does. It helps us with:  <br> 1.Aerospace Audit Help <br> 2.Architects and Landscape Architects IRS Tax Audit Help <br> 3.Art Galleries IRS Audit Tax Help <br> 4.Construction IRS Audit Help <br> 5.Daycare/Eldercare Childcare Business Owners IRS Audit Help <br> 6.Entertainment Industry IRS Tax Audit Help || search definition || [{'entity': 'tax_service', 'text': 'irs audit help'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d34
2019-05-16 08:09 || 14.142.203.106 || what is irs audit help || So, let's find out what <b>IRS Audit Help</b> does. It helps us with:  <br/> 1.Aerospace Audit Help <br> 2.Architects and Landscape Architects IRS Tax Audit Help <br> 3.Art Galleries IRS Audit Tax Help <br> 4.Construction IRS Audit Help <br> 5.Daycare/Eldercare Childcare Business Owners IRS Audit Help <br> 6.Entertainment Industry IRS Tax Audit Help || search definition || [{'entity': 'tax_service', 'text': 'irs audit help'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d35
2019-05-16 09:08 || 14.142.203.106 || irs audit help for art galleries || The most important thing to remember when it comes to getting IRS Audit Help for art galleries is to stay honest. Take all of the tax breaks you are entitled to, but don't lie about your eligibility. If you are unsure if your are gallery is qualified for a particular tax credit or tax deduction, it's in your best interest to consult a tax professional for IRS Audit Help for art galleries. || search definition || [{'entity': 'tax_service', 'text': 'irs audit help'}, {'entity': 'audit_technique', 'text': 'art galleries'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d36
2019-05-16 09:10 || 14.142.203.106 || irs audit help for art galleries || The most important thing to remember when it comes to getting <b>IRS Audit Help for Art Galleries</b> is to stay honest.<br/><br/>Take all of the tax breaks you are entitled to, but don't lie about your eligibility.<br/><br/>If you are unsure if your are gallery is qualified for a particular tax credit or tax deduction, it's in your best interest to consult a tax professional for IRS Audit Help for art galleries. || search definition || [{'entity': 'tax_service', 'text': 'irs audit help'}, {'entity': 'audit_technique', 'text': 'art galleries'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d37
2019-05-16 09:12 || 14.142.203.106 || irs audit help for art galleries || The most important thing to remember when it comes to getting <b>IRS Audit Help for Art Galleries</b> is to stay honest.<br/><br/>Take all of the tax breaks you are entitled to, but don't lie about your eligibility.<br/><br/>If you are unsure if your <b>Art Gallery</b> is qualified for a particular tax credit or tax deduction, it's in your best interest to <b>consult a tax professional for IRS Audit Help for Art Galleries. || search definition || [{'entity': 'tax_service', 'text': 'irs audit help'}, {'entity': 'audit_technique', 'text': 'art galleries'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d38
2019-05-16 09:13 || 14.142.203.106 || what is construction irs audit || <b>Sure, Let me tell you about Construction IRS Audit Help.</b><br>You file your construction company taxes on time and believe they are accurate but, a year or two later, you get that fateful letter in the mail. Getting the news you are going to be audited is like seeing a ghost - socking to the point where you may not even believe it at first.<br><b>Call us today for Construction industry tax help at 1-877-78-TAXES [1-877-788-2937].<b> || search definition || [{'entity': 'audit_technique', 'text': 'construction irs audit'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d39
2019-05-16 09:14 || 14.142.203.106 || help me with oic || oic : My duty is to answer Tax related questions, both for Federal & State || service help || [{'entity': 'service', 'text': 'oic'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d40
2019-05-16 09:14 || 14.142.203.106 || what is oic || Sure, let's take a look into what Offer In Compromise(OIC) is.<br> If you aren't familiar with the term, an Offer In Compromise is also referred to as an OIC. It is a type of agreement that a taxpayer can make with the IRS. It basically enables the taxpayer to settle their tax debt that they owe for less than the original full amount. This is often only considered and accepted by the IRS if they feel that the taxpayer can't pay it as a lump sum or in installments. || search definition || [{'entity': 'tax_service', 'text': 'oic'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d41
2019-05-16 09:14 || 14.142.203.106 || what is Offer In Compromise || Are you trying to ask about any <b>form</b> or <b>services</b>? Please mention in a sentence || search definition || []|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d42
2019-05-16 09:17 || 14.142.203.106 || tell me about oic ||  || search definition || [{'entity': 'form', 'text': 'oic'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d43
2019-05-16 09:17 || 14.142.203.106 || what is oic || Sure, let's take a look into what <b>Offer In Compromise(OIC)</b> is.<br> If you aren't familiar with the term, an <b>Offer In Compromise</b> is also referred to as an <b>OIC</b>.<br/><br/>It is a type of agreement that a taxpayer can make with the <b>IRS</b>. It basically enables the taxpayer to settle their tax debt that they owe for less than the original full amount.<br/><br/>This is often only considered and accepted by the <b>IRS</b> if they feel that the taxpayer cant pay it as a lump sum or in instalments. || search definition || [{'entity': 'tax_service', 'text': 'oic'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d44
2019-05-16 09:19 || 14.142.203.106 || tell me about oic || Sure, let's take a look into what <b>Offer In Compromise(OIC)</b> is.<br> If you aren't familiar with the term, an <b>Offer In Compromise</b> is also referred to as an <b>OIC</b>.<br/><br/>It is a type of agreement that a taxpayer can make with the <b>IRS</b>. It basically enables the taxpayer to settle their tax debt that they owe for less than the original full amount.<br/><br/>This is often only considered and accepted by the <b>IRS</b> if they feel that the taxpayer cant pay it as a lump sum or in instalments. || search definition || [{'entity': 'form', 'text': 'oic'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d45
2019-05-16 09:19 || 14.142.203.106 || explain oic ||  || fallback ||湥戠!|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d46
2019-05-16 09:19 || 14.142.203.106 || explain oic || Sorry, I did not understand your query. Type 'help' if you need assistance. || fallback || []|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d47
2019-05-16 09:24 || 14.142.203.106 || explain oic ||  || fallback ||湥戠!|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d48
2019-05-16 09:24 || 14.142.203.106 || explain oic || Sorry, I did not understand your query. Type 'help' if you need assistance. || fallback || []|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d49
2019-05-16 09:25 || 14.142.203.106 || what is oic || Sure, let's take a look into what <b>Offer In Compromise(OIC)</b> is.<br> If you aren't familiar with the term, an <b>Offer In Compromise</b> is also referred to as an <b>OIC</b>.<br/><br/>It is a type of agreement that a taxpayer can make with the <b>IRS</b>. It basically enables the taxpayer to settle their tax debt that they owe for less than the original full amount.<br/><br/>This is often only considered and accepted by the <b>IRS</b> if they feel that the taxpayer cant pay it as a lump sum or in instalments. || search definition || [{'entity': 'tax_service', 'text': 'oic'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d50
2019-05-16 09:25 || 14.142.203.106 || describe Offer In Compromise || Sure, let's take a look into what <b>Offer In Compromise(OIC)</b> is.<br> If you aren't familiar with the term, an <b>Offer In Compromise</b> is also referred to as an <b>OIC</b>.<br/><br/>It is a type of agreement that a taxpayer can make with the <b>IRS</b>. It basically enables the taxpayer to settle their tax debt that they owe for less than the original full amount.<br/><br/>This is often only considered and accepted by the <b>IRS</b> if they feel that the taxpayer cant pay it as a lump sum or in instalments. || search definition || [{'entity': 'tax_service', 'text': 'Offer In Compromise'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d51
2019-05-16 09:39 || 14.142.203.106 || what is back tax || <b>Back taxes</b> is a term for <b>taxes</ that were not completely paid when due.<br/>Typically, these are <b>taxes</b> that are owed from a prior year.<br/>In the United States, unpaid <b>taxes</b> can be owed at federal, state and/or local government levels and therefore are assessed by them.<br/><br/> The following url may help you https://www.irs.gov/businesses/small-businesses-self-employed/filing-past-due-tax-returns || search definition || [{'entity': 'tax_service', 'text': 'back tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d52
2019-05-16 09:39 || 14.142.203.106 || what is back tax || <b>Back taxes</b> is a term for <b>taxes</b> that were not completely paid when due.<br/>Typically, these are <b>taxes</b> that are owed from a prior year.<br/>In the United States, unpaid <b>taxes</b> can be owed at federal, state and/or local government levels and therefore are assessed by them.<br/><br/> The following url may help you https://www.irs.gov/businesses/small-businesses-self-employed/filing-past-due-tax-returns || search definition || [{'entity': 'tax_service', 'text': 'back tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d53
2019-05-16 09:40 || 14.142.203.106 || what is audit || Let's understand what Tax Audit is.<br>A tax audit is when the IRS decides to examine your tax return a little more closely and verify that your income and deductions are accurate. Typically, your tax return is chosen for audit when something you have entered on your return is out of the ordinary. || search definition || [{'entity': 'tax_service', 'text': 'audit'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d54
2019-05-16 09:46 || 14.142.203.106 || what is audit || Let's understand what <b>Tax Audit</b> is.<br>A <b>tax audit</b> is when the <b>IRS</b> decides to examine your tax return a little more closely and verify that your income and deductions are accurate.<br/><br/>Typically, your <b>tax return</b> is chosen for audit when something you have entered on your return is out of the ordinary. || search definition || [{'entity': 'tax_service', 'text': 'audit'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d55
2019-05-16 09:46 || 14.142.203.106 || what is tax audit || <b>Tax</b> is a compulsory contribution to state revenue, levied by the government on workers' income and business profits, or added to the cost of some goods, services, and transactions.  || search definition || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d56
2019-05-16 09:50 || 14.142.203.106 || what is levy || A property tax (or millage tax) is a levy on the value of a property. The tax is levied by the governing authority of the jurisdiction in which the property is located. This can be a national government, a federated state, a county or geographical region or a municipality. || search definition || [{'entity': 'tax_service', 'text': 'levy'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d57
2019-05-16 09:53 || 14.142.203.106 || what is levy || <b>A property tax (or millage tax) is a levy on the value of a property</b>.<br/>The <b>tax</b> is <b>levied</b> by the governing authority of the jurisdiction in which the property is located.<br/><br/>This can be a national government, a federated state, a county or geographical region or a municipality.<br/><br/> To know more visit https://www.irs.gov/businesses/small-businesses-self-employed/levy || search definition || [{'entity': 'tax_service', 'text': 'levy'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d58
2019-05-16 09:53 || 14.142.203.106 || what is tax levy || <b>A property tax (or millage tax) is a levy on the value of a property</b>.<br/>The <b>tax</b> is <b>levied</b> by the governing authority of the jurisdiction in which the property is located.<br/><br/>This can be a national government, a federated state, a county or geographical region or a municipality.<br/><br/> To know more visit https://www.irs.gov/businesses/small-businesses-self-employed/levy || search definition || [{'entity': 'tax_service', 'text': 'tax levy'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d59
2019-05-16 10:02 || 14.142.203.106 || what is irs audit || So, let's find out what <b>IRS Audit Help</b> does. It helps us with:  <br/> 1.Aerospace Audit Help <br> 2.Architects and Landscape Architects IRS Tax Audit Help <br> 3.Art Galleries IRS Audit Tax Help <br> 4.Construction IRS Audit Help <br> 5.Daycare/Eldercare Childcare Business Owners IRS Audit Help <br> 6.Entertainment Industry IRS Tax Audit Help || search definition || [{'entity': 'tax_service', 'text': 'irs audit'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d60
2019-05-16 10:03 || 14.142.203.106 || what is 1065 || Partnerships file an information return to report their income, gains, losses, deductions, credits, etc. A partnership does not pay tax on its income but <b>passes through</b> any profits or losses to its partners. Partners must include partnership items on their tax or information returns.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-1065 || search definition || [{'entity': 'form', 'text': '1065'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d61
2019-05-16 10:03 || 14.142.203.106 || what is form 1065 || Partnerships file an information return to report their income, gains, losses, deductions, credits, etc. A partnership does not pay tax on its income but <b>passes through</b> any profits or losses to its partners. Partners must include partnership items on their tax or information returns.<br/><br/>To know more visit https://www.irs.gov/forms-pubs/about-form-1065 || search definition || [{'entity': 'form', 'text': '1065'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d62
2019-05-16 10:05 || 14.142.203.106 || get history of my tax || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'service', 'text': 'history of'}, {'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d63
2019-05-16 10:05 || 14.142.203.106 || how can i get my tax record || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}, {'entity': 'service', 'text': 'record'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d64
2019-05-16 10:17 || 14.142.203.106 || how can i apply for tax || You can file tax either by - <br/><b>1. Signing an electronic return</b> <br/> or <br/><b>2.Signing a paper tax return.</b><br/> to know more visit https://www.irs.gov/filing/individuals/how-to-file || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d65
2019-05-16 10:17 || 14.142.203.106 || how can i apply for tax return return || You can file tax either by - <br/><b>1. Signing an electronic return</b> <br/> or <br/><b>2.Signing a paper tax return.</b><br/> to know more visit https://www.irs.gov/filing/individuals/how-to-file || identify procedure || [{'entity': 'tax_service', 'text': 'tax return'}, {'entity': 'tax_service', 'text': 'return'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d66
2019-05-16 10:17 || 14.142.203.106 || how can i apply for tax return || You can file tax either by - <br/><b>1. Signing an electronic return</b> <br/> or <br/><b>2.Signing a paper tax return.</b><br/> to know more visit https://www.irs.gov/filing/individuals/how-to-file || identify procedure || [{'entity': 'tax_service', 'text': 'tax return'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d67
2019-05-16 10:19 || 14.142.203.106 || how can i get my tax record || You can get various <b>Form 1040-series</b> transcript types online or by mail.<br/><br/>If you need your prior year <b>Adjusted Gross Income (AGI)</b> to e-file, choose the <b>tax return transcript</b> type when making your request.<br/><br/>if you only need to find out how much you owe or verify payments you made within the last 18 months, you can <b>view your tax account</b> https://www.irs.gov/payments/view-your-tax-account.<br/><br/> to now more visit https://www.irs.gov/individuals/get-transcript || identify procedure || [{'entity': 'tax_service', 'text': 'tax'}, {'entity': 'service', 'text': 'record'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d68
2019-05-16 10:19 || 14.142.203.106 || tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'service', 'text': 'tax refund'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d69
2019-05-16 10:20 || 14.142.203.106 || how can i get tax refund ||  || identify procedure || [{'entity': 'tax_service', 'text': 'tax refund'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d70
2019-05-16 10:22 || 14.142.203.106 || how can i get tax refund || To check <b>Refund Status</b> visit https://sa.www4.irs.gov/irfof/lang/en/irfofgetstatus.jsp<br/><br/>You need <b>Social Security Number</b>, your <b>Filing Status</b> and the <b>Refund Amount</b> as shown on your tax return.<br/><br/>Mobile application also available here https://www.irs.gov/newsroom/irs2goapp || identify procedure || [{'entity': 'tax_service', 'text': 'tax refund'}]|| 14.142.203.106_534308c0-a971-45d7-b9db-520afe3d54d71
